file,subset,label,duration_s,segments
b0308.wav,training-b,1,8.0,7
b0309.wav,training-b,1,8.0,7
b0310.wav,training-b,1,8.0,7
b0311.wav,training-b,1,8.0,7
b0312.wav,training-b,1,8.0,7
b0313.wav,training-b,1,8.0,7
b0314.wav,training-b,1,8.0,7
b0315.wav,training-b,1,8.0,7
b0316.wav,training-b,1,8.0,7
b0317.wav,training-b,1,8.0,7
b0318.wav,training-b,-1,8.0,7
b0319.wav,training-b,-1,8.0,7
b0320.wav,training-b,1,8.0,7
b0321.wav,training-b,1,8.0,7
b0322.wav,training-b,1,8.0,7
b0323.wav,training-b,1,8.0,7
b0324.wav,training-b,1,8.0,7
b0325.wav,training-b,1,8.0,7
b0326.wav,training-b,1,8.0,7
b0327.wav,training-b,-1,8.0,7
b0328.wav,training-b,1,8.0,7
b0329.wav,training-b,1,8.0,7
b0330.wav,training-b,1,8.0,7
b0331.wav,training-b,1,8.0,7
b0332.wav,training-b,1,8.0,7
b0333.wav,training-b,1,8.0,7
b0334.wav,training-b,-1,8.0,7
b0335.wav,training-b,-1,8.0,7
b0336.wav,training-b,1,8.0,7
b0337.wav,training-b,1,8.0,7
b0338.wav,training-b,1,8.0,7
b0339.wav,training-b,1,8.0,7
b0340.wav,training-b,1,8.0,7
b0341.wav,training-b,-1,8.0,7
b0342.wav,training-b,-1,8.0,7
b0343.wav,training-b,1,8.0,7
b0344.wav,training-b,-1,8.0,7
b0345.wav,training-b,1,8.0,7
b0346.wav,training-b,1,8.0,7
b0347.wav,training-b,1,8.0,7
b0348.wav,training-b,1,8.0,7
b0349.wav,training-b,-1,8.0,7
b0350.wav,training-b,1,8.0,7
b0351.wav,training-b,1,8.0,7
b0352.wav,training-b,1,8.0,7
b0353.wav,training-b,1,8.0,7
b0354.wav,training-b,1,8.0,7
b0355.wav,training-b,1,8.0,7
b0356.wav,training-b,1,8.0,7
b0357.wav,training-b,1,8.0,7
b0358.wav,training-b,1,8.0,7
b0359.wav,training-b,1,8.0,7
b0360.wav,training-b,1,8.0,7
b0361.wav,training-b,-1,8.0,7
b0362.wav,training-b,1,8.0,7
b0363.wav,training-b,1,8.0,7
b0364.wav,training-b,1,8.0,7
b0365.wav,training-b,-1,8.0,7
b0366.wav,training-b,1,8.0,7
b0367.wav,training-b,-1,8.0,7
b0368.wav,training-b,1,8.0,7
b0369.wav,training-b,-1,8.0,7
b0370.wav,training-b,1,8.0,7
b0371.wav,training-b,1,8.0,7
b0372.wav,training-b,1,8.0,7
b0373.wav,training-b,1,8.0,7
b0374.wav,training-b,1,8.0,7
b0375.wav,training-b,1,8.0,7
b0376.wav,training-b,1,8.0,7
b0377.wav,training-b,1,8.0,7
b0378.wav,training-b,1,8.0,7
b0379.wav,training-b,1,8.0,7
b0380.wav,training-b,1,8.0,7
b0381.wav,training-b,1,8.0,7
b0382.wav,training-b,1,8.0,7
b0383.wav,training-b,1,8.0,7
b0384.wav,training-b,-1,8.0,7
b0385.wav,training-b,-1,8.0,7
b0386.wav,training-b,1,8.0,7
b0387.wav,training-b,1,8.0,7
b0388.wav,training-b,1,8.0,7
b0389.wav,training-b,1,8.0,7
b0390.wav,training-b,-1,8.0,7
b0391.wav,training-b,1,8.0,7
b0392.wav,training-b,1,8.0,7
b0393.wav,training-b,1,8.0,7
b0394.wav,training-b,1,8.0,7
b0395.wav,training-b,-1,8.0,7
b0396.wav,training-b,1,8.0,7
b0397.wav,training-b,-1,8.0,7
b0398.wav,training-b,1,8.0,7
b0399.wav,training-b,1,8.0,7
b0400.wav,training-b,1,8.0,7
b0401.wav,training-b,1,8.0,7
b0402.wav,training-b,1,8.0,7
b0403.wav,training-b,1,8.0,7
b0404.wav,training-b,1,8.0,7
b0405.wav,training-b,1,8.0,7
b0406.wav,training-b,1,8.0,7
b0407.wav,training-b,1,8.0,7
b0408.wav,training-b,-1,8.0,7
b0409.wav,training-b,-1,6.33,5
b0410.wav,training-b,1,8.0,7
b0411.wav,training-b,1,8.0,7
b0412.wav,training-b,1,8.0,7
b0413.wav,training-b,-1,8.0,7
b0414.wav,training-b,1,8.0,7
b0415.wav,training-b,1,8.0,7
b0416.wav,training-b,1,8.0,7
b0417.wav,training-b,1,8.0,7
b0418.wav,training-b,-1,8.0,7
b0419.wav,training-b,1,8.0,7
b0420.wav,training-b,1,8.0,7
b0421.wav,training-b,1,8.0,7
b0422.wav,training-b,-1,8.0,7
b0423.wav,training-b,1,8.0,7
b0424.wav,training-b,1,8.0,7
b0425.wav,training-b,1,8.0,7
b0426.wav,training-b,1,8.0,7
b0427.wav,training-b,-1,8.0,7
b0428.wav,training-b,-1,8.0,7
b0429.wav,training-b,1,8.0,7
b0430.wav,training-b,1,8.0,7
b0431.wav,training-b,1,8.0,7
b0432.wav,training-b,1,8.0,7
b0433.wav,training-b,1,8.0,7
b0434.wav,training-b,1,8.0,7
b0435.wav,training-b,1,8.0,7
b0436.wav,training-b,-1,8.0,7
b0437.wav,training-b,-1,8.0,7
b0438.wav,training-b,1,8.0,7
b0439.wav,training-b,1,8.0,7
b0440.wav,training-b,1,8.0,7
b0441.wav,training-b,1,7.63,6
b0442.wav,training-b,1,8.0,7
b0443.wav,training-b,1,8.0,7
b0444.wav,training-b,-1,8.0,7
b0445.wav,training-b,1,8.0,7
b0446.wav,training-b,-1,8.0,7
b0447.wav,training-b,1,8.0,7
b0448.wav,training-b,1,8.0,7
b0449.wav,training-b,1,8.0,7
b0450.wav,training-b,-1,8.0,7
b0451.wav,training-b,1,8.0,7
b0452.wav,training-b,1,8.0,7
b0453.wav,training-b,1,8.0,7
b0454.wav,training-b,1,8.0,7
b0455.wav,training-b,-1,7.73,6
b0456.wav,training-b,1,8.0,7
b0457.wav,training-b,1,8.0,7
b0458.wav,training-b,1,8.0,7
b0459.wav,training-b,1,8.0,7
b0460.wav,training-b,1,8.0,7
b0461.wav,training-b,1,8.0,7
b0462.wav,training-b,1,8.0,7
b0463.wav,training-b,1,8.0,7
b0464.wav,training-b,1,8.0,7
b0465.wav,training-b,-1,8.0,7
b0466.wav,training-b,1,8.0,7
b0467.wav,training-b,-1,8.0,7
b0468.wav,training-b,-1,8.0,7
b0469.wav,training-b,1,8.0,7
b0470.wav,training-b,1,8.0,7
b0471.wav,training-b,-1,8.0,7
b0472.wav,training-b,1,8.0,7
b0473.wav,training-b,1,8.0,7
b0474.wav,training-b,-1,8.0,7
b0475.wav,training-b,1,8.0,7
b0476.wav,training-b,-1,8.0,7
b0477.wav,training-b,1,8.0,7
b0478.wav,training-b,1,8.0,7
b0479.wav,training-b,1,8.0,7
b0480.wav,training-b,1,8.0,7
b0481.wav,training-b,1,8.0,7
b0482.wav,training-b,1,8.0,7
b0483.wav,training-b,1,8.0,7
b0484.wav,training-b,-1,8.0,7
b0485.wav,training-b,1,8.0,7
b0486.wav,training-b,1,8.0,7
b0487.wav,training-b,1,8.0,7
b0488.wav,training-b,1,8.0,7
b0489.wav,training-b,1,8.0,7
b0490.wav,training-b,1,8.0,7
c0001.wav,training-c,-1,22.72,21
c0002.wav,training-c,-1,11.58,10
c0003.wav,training-c,1,32.65,31
c0004.wav,training-c,-1,57.47,56
c0005.wav,training-c,-1,9.65,8
c0006.wav,training-c,1,29.18,28
c0007.wav,training-c,1,31.66,30
c0008.wav,training-c,-1,30.04,29
c0009.wav,training-c,-1,60.26,59
c0010.wav,training-c,-1,89.29,88
c0011.wav,training-c,1,69.04,68
c0012.wav,training-c,-1,18.84,17
c0013.wav,training-c,-1,32.12,31
c0014.wav,training-c,-1,44.42,43
c0015.wav,training-c,-1,85.18,84
c0016.wav,training-c,1,24.79,23
c0017.wav,training-c,-1,61.41,60
c0018.wav,training-c,-1,68.31,67
c0019.wav,training-c,-1,51.82,50
c0020.wav,training-c,-1,69.05,68
c0021.wav,training-c,-1,60.36,59
c0022.wav,training-c,1,71.81,70
c0023.wav,training-c,-1,36.01,35
c0024.wav,training-c,-1,106.05,105
c0025.wav,training-c,-1,56.39,55
c0026.wav,training-c,-1,42.19,41
c0027.wav,training-c,-1,69.64,68
c0028.wav,training-c,-1,14.63,13
c0029.wav,training-c,-1,36.99,35
c0030.wav,training-c,1,16.97,15
c0031.wav,training-c,-1,122.0,120
d0001.wav,training-d,1,6.61,5
d0002.wav,training-d,-1,10.85,9
d0003.wav,training-d,-1,11.04,10
d0004.wav,training-d,-1,9.51,8
d0005.wav,training-d,1,9.42,8
d0006.wav,training-d,1,6.91,5
d0007.wav,training-d,1,12.78,11
d0008.wav,training-d,-1,29.79,28
d0009.wav,training-d,-1,12.41,11
d0010.wav,training-d,-1,12.05,11
d0011.wav,training-d,-1,23.07,22
d0012.wav,training-d,-1,17.07,16
d0013.wav,training-d,1,9.22,8
d0014.wav,training-d,-1,8.04,7
d0015.wav,training-d,1,7.61,6
d0016.wav,training-d,1,11.05,10
d0017.wav,training-d,-1,12.33,11
d0018.wav,training-d,-1,17.85,16
d0019.wav,training-d,-1,8.32,7
d0020.wav,training-d,1,11.09,10
d0021.wav,training-d,-1,22.05,21
d0022.wav,training-d,-1,24.12,23
d0023.wav,training-d,1,16.38,15
d0024.wav,training-d,1,7.96,6
d0025.wav,training-d,1,14.28,13
d0026.wav,training-d,-1,21.27,20
d0027.wav,training-d,1,12.06,11
d0028.wav,training-d,-1,8.67,7
d0029.wav,training-d,-1,8.43,7
d0030.wav,training-d,1,8.18,7
d0031.wav,training-d,1,17.31,16
d0032.wav,training-d,-1,15.87,14
d0033.wav,training-d,-1,14.46,13
d0034.wav,training-d,-1,27.99,26
d0035.wav,training-d,-1,19.23,18
d0036.wav,training-d,1,20.06,19
d0037.wav,training-d,1,12.54,11
d0038.wav,training-d,-1,26.97,25
d0039.wav,training-d,-1,11.35,10
d0040.wav,training-d,-1,29.1,28
d0041.wav,training-d,1,29.08,28
d0042.wav,training-d,-1,48.54,47
d0043.wav,training-d,1,10.02,9
d0044.wav,training-d,1,8.08,7
d0045.wav,training-d,1,6.64,5
d0046.wav,training-d,-1,18.8,17
d0047.wav,training-d,1,13.08,12
d0048.wav,training-d,1,15.36,14
d0049.wav,training-d,1,12.03,11
d0050.wav,training-d,1,10.74,9
d0051.wav,training-d,-1,13.6,12
d0052.wav,training-d,-1,33.15,32
d0053.wav,training-d,1,8.49,7
d0054.wav,training-d,1,8.37,7
d0055.wav,training-d,1,11.86,10
e00001.wav,training-e,1,20.92,19
e00002.wav,training-e,1,24.18,23
e00003.wav,training-e,1,21.17,20
e00004.wav,training-e,1,19.75,18
e00005.wav,training-e,1,34.11,33
e00006.wav,training-e,1,22.46,21
e00007.wav,training-e,1,27.39,26
e00008.wav,training-e,1,15.25,14
e00009.wav,training-e,1,14.41,13
e00010.wav,training-e,1,19.72,18
e00011.wav,training-e,1,19.14,18
e00012.wav,training-e,1,16.07,15
e00013.wav,training-e,1,20.94,19
e00014.wav,training-e,1,10.56,9
e00015.wav,training-e,1,29.56,28
e00016.wav,training-e,1,27.35,26
e00017.wav,training-e,1,39.77,38
e00018.wav,training-e,1,39.45,38
e00019.wav,training-e,1,21.7,20
e00020.wav,training-e,-1,24.22,23
e00021.wav,training-e,1,24.44,23
e00022.wav,training-e,1,16.26,15
e00023.wav,training-e,1,14.88,13
e00024.wav,training-e,1,21.19,20
e00025.wav,training-e,1,22.61,21
e00026.wav,training-e,1,8.59,7
e00027.wav,training-e,1,31.49,30
e00028.wav,training-e,1,13.31,12
e00029.wav,training-e,1,31.83,30
e00030.wav,training-e,1,29.44,28
e00031.wav,training-e,1,50.77,49
e00032.wav,training-e,1,31.17,30
e00033.wav,training-e,1,9.11,8
e00034.wav,training-e,1,11.09,10
e00035.wav,training-e,1,33.67,32
e00036.wav,training-e,1,14.41,13
e00037.wav,training-e,1,41.78,40
e00038.wav,training-e,1,12.46,11
e00039.wav,training-e,1,9.67,8
e00040.wav,training-e,1,41.7,40
e00041.wav,training-e,1,22.95,21
e00042.wav,training-e,1,22.49,21
e00043.wav,training-e,1,28.51,27
e00044.wav,training-e,1,14.44,13
e00045.wav,training-e,1,21.76,20
e00046.wav,training-e,1,14.87,13
e00047.wav,training-e,1,26.53,25
e00048.wav,training-e,-1,22.13,21
e00049.wav,training-e,1,22.74,21
e00050.wav,training-e,1,22.94,21
e00051.wav,training-e,1,24.83,23
e00052.wav,training-e,1,27.5,26
e00053.wav,training-e,1,24.42,23
e00054.wav,training-e,1,48.68,47
e00055.wav,training-e,1,49.45,48
e00056.wav,training-e,1,14.41,13
e00057.wav,training-e,1,29.94,28
e00058.wav,training-e,1,31.2,30
e00059.wav,training-e,-1,20.62,19
e00060.wav,training-e,1,17.55,16
e00061.wav,training-e,1,13.8,12
e00062.wav,training-e,1,13.5,12
e00063.wav,training-e,1,8.43,7
e00064.wav,training-e,1,27.18,26
e00065.wav,training-e,1,24.75,23
e00066.wav,training-e,1,12.01,11
e00067.wav,training-e,1,23.71,22
e00068.wav,training-e,1,17.77,16
e00069.wav,training-e,1,15.91,14
e00070.wav,training-e,1,43.58,42
e00071.wav,training-e,-1,21.18,20
e00072.wav,training-e,1,11.97,10
e00073.wav,training-e,1,30.81,29
e00074.wav,training-e,1,37.65,36
e00075.wav,training-e,1,17.07,16
e00076.wav,training-e,1,31.72,30
e00077.wav,training-e,1,11.6,10
e00078.wav,training-e,1,38.88,37
e00079.wav,training-e,1,23.0,22
e00080.wav,training-e,1,19.11,18
e00081.wav,training-e,1,12.74,11
e00082.wav,training-e,1,16.66,15
e00083.wav,training-e,1,42.19,41
e00084.wav,training-e,1,18.43,17
e00085.wav,training-e,1,18.86,17
e00086.wav,training-e,1,11.7,10
e00087.wav,training-e,-1,21.73,20
e00088.wav,training-e,1,44.97,43
e00089.wav,training-e,1,25.47,24
e00090.wav,training-e,1,38.91,37
e00091.wav,training-e,1,26.0,24
e00092.wav,training-e,1,19.7,18
e00093.wav,training-e,1,18.58,17
e00094.wav,training-e,1,12.16,11
e00095.wav,training-e,1,25.93,24
e00096.wav,training-e,1,23.74,22
e00097.wav,training-e,-1,21.99,20
e00098.wav,training-e,1,30.17,29
e00099.wav,training-e,1,26.87,25
e00100.wav,training-e,1,20.54,19
e00101.wav,training-e,1,14.61,13
e00102.wav,training-e,1,35.11,34
e00103.wav,training-e,1,10.94,9
e00104.wav,training-e,1,30.09,29
e00105.wav,training-e,1,11.22,10
e00106.wav,training-e,1,16.86,15
e00107.wav,training-e,1,20.23,19
e00108.wav,training-e,1,28.42,27
e00109.wav,training-e,1,19.96,18
e00110.wav,training-e,1,31.94,30
e00111.wav,training-e,1,13.9,12
e00112.wav,training-e,1,10.68,9
e00113.wav,training-e,1,33.16,32
e00114.wav,training-e,-1,21.97,20
e00115.wav,training-e,1,14.38,13
e00116.wav,training-e,1,32.45,31
e00117.wav,training-e,1,26.03,25
e00118.wav,training-e,1,21.44,20
e00119.wav,training-e,1,24.74,23
e00120.wav,training-e,-1,47.62,46
e00121.wav,training-e,1,37.46,36
e00122.wav,training-e,1,10.04,9
e00123.wav,training-e,1,15.13,14
e00124.wav,training-e,1,18.0,16
e00125.wav,training-e,1,14.44,13
e00126.wav,training-e,1,14.29,13
e00127.wav,training-e,1,27.29,26
e00128.wav,training-e,1,46.94,45
e00129.wav,training-e,1,23.55,22
e00130.wav,training-e,1,10.84,9
e00131.wav,training-e,1,17.48,16
e00132.wav,training-e,1,12.71,11
e00133.wav,training-e,1,32.8,31
e00134.wav,training-e,1,44.31,43
e00135.wav,training-e,-1,21.04,20
e00136.wav,training-e,1,17.64,16
e00137.wav,training-e,1,13.01,12
e00138.wav,training-e,1,34.38,33
e00139.wav,training-e,1,9.32,8
e00140.wav,training-e,-1,23.29,22
e00141.wav,training-e,1,21.64,20
e00142.wav,training-e,-1,24.22,23
e00143.wav,training-e,1,14.15,13
e00144.wav,training-e,1,17.33,16
e00145.wav,training-e,1,30.25,29
e00146.wav,training-e,1,23.28,22
e00147.wav,training-e,1,12.32,11
e00148.wav,training-e,1,22.69,21
e00149.wav,training-e,1,20.47,19
e00150.wav,training-e,1,17.31,16
e00151.wav,training-e,1,19.56,18
e00152.wav,training-e,-1,11.66,10
e00153.wav,training-e,1,27.53,26
e00154.wav,training-e,1,22.57,21
e00155.wav,training-e,1,10.78,9
e00156.wav,training-e,1,25.36,24
e00157.wav,training-e,1,44.98,43
e00158.wav,training-e,1,27.9,26
e00159.wav,training-e,1,23.55,22
e00160.wav,training-e,1,16.14,15
e00161.wav,training-e,1,14.99,13
e00162.wav,training-e,1,24.24,23
e00163.wav,training-e,1,20.37,19
e00164.wav,training-e,1,47.43,46
e00165.wav,training-e,1,12.67,11
e00166.wav,training-e,1,23.12,22
e00167.wav,training-e,1,23.03,22
e00168.wav,training-e,1,12.22,11
e00169.wav,training-e,1,18.39,17
e00170.wav,training-e,1,17.47,16
e00171.wav,training-e,1,25.39,24
e00172.wav,training-e,1,20.82,19
e00173.wav,training-e,1,36.31,35
e00174.wav,training-e,1,16.44,15
e00175.wav,training-e,1,20.17,19
e00176.wav,training-e,-1,38.91,37
e00177.wav,training-e,1,8.93,7
e00178.wav,training-e,1,26.21,25
e00179.wav,training-e,1,12.71,11
e00180.wav,training-e,1,20.0,19
e00181.wav,training-e,1,18.63,17
e00182.wav,training-e,1,20.79,19
e00183.wav,training-e,1,26.46,25
e00184.wav,training-e,1,30.6,29
e00185.wav,training-e,1,44.95,43
e00186.wav,training-e,1,17.09,16
e00187.wav,training-e,1,18.6,17
e00188.wav,training-e,1,13.91,12
e00189.wav,training-e,1,25.44,24
e00190.wav,training-e,1,11.56,10
e00191.wav,training-e,-1,81.63,80
e00192.wav,training-e,1,26.14,25
e00193.wav,training-e,1,20.65,19
e00194.wav,training-e,1,18.65,17
e00195.wav,training-e,-1,19.32,18
e00196.wav,training-e,1,40.03,39
e00197.wav,training-e,1,55.81,54
e00198.wav,training-e,1,24.32,23
e00199.wav,training-e,1,11.61,10
e00200.wav,training-e,1,13.74,12
e00201.wav,training-e,1,16.08,15
e00202.wav,training-e,1,25.75,24
e00203.wav,training-e,1,21.94,20
e00204.wav,training-e,1,32.76,31
e00205.wav,training-e,1,19.85,18
e00206.wav,training-e,1,42.65,41
e00207.wav,training-e,1,19.38,18
e00208.wav,training-e,1,18.57,17
e00209.wav,training-e,1,15.83,14
e00210.wav,training-e,1,16.0,15
e00211.wav,training-e,1,18.06,17
e00212.wav,training-e,1,9.33,8
e00213.wav,training-e,1,22.74,21
e00214.wav,training-e,1,15.38,14
e00215.wav,training-e,1,51.34,50
e00216.wav,training-e,-1,8.13,7
e00217.wav,training-e,1,33.62,32
e00218.wav,training-e,1,21.04,20
e00219.wav,training-e,1,25.14,24
e00220.wav,training-e,1,24.19,23
e00221.wav,training-e,1,40.13,39
e00222.wav,training-e,1,53.26,52
e00223.wav,training-e,1,17.62,16
e00224.wav,training-e,1,15.22,14
e00225.wav,training-e,1,15.97,14
e00226.wav,training-e,1,27.38,26
e00227.wav,training-e,1,16.94,15
e00228.wav,training-e,-1,21.27,20
e00229.wav,training-e,1,28.33,27
e00230.wav,training-e,1,19.93,18
e00231.wav,training-e,1,26.89,25
e00232.wav,training-e,1,28.49,27
e00233.wav,training-e,1,17.04,16
e00234.wav,training-e,1,25.74,24
e00235.wav,training-e,1,20.62,19
e00236.wav,training-e,1,18.44,17
e00237.wav,training-e,1,16.32,15
e00238.wav,training-e,1,24.67,23
e00239.wav,training-e,1,28.34,27
e00240.wav,training-e,1,16.91,15
e00241.wav,training-e,1,22.94,21
e00242.wav,training-e,1,19.76,18
e00243.wav,training-e,1,9.68,8
e00244.wav,training-e,1,24.7,23
e00245.wav,training-e,1,18.57,17
e00246.wav,training-e,1,19.91,18
e00247.wav,training-e,1,30.61,29
e00248.wav,training-e,1,24.79,23
e00249.wav,training-e,1,23.53,22
e00250.wav,training-e,1,19.45,18
e00251.wav,training-e,1,23.0,21
e00252.wav,training-e,1,27.68,26
e00253.wav,training-e,1,50.49,49
e00254.wav,training-e,1,23.26,22
e00255.wav,training-e,1,21.35,20
e00256.wav,training-e,1,32.25,31
e00257.wav,training-e,1,20.2,19
e00258.wav,training-e,1,22.65,21
e00259.wav,training-e,1,24.86,23
e00260.wav,training-e,1,45.95,44
e00261.wav,training-e,1,22.74,21
e00262.wav,training-e,1,19.36,18
e00263.wav,training-e,1,17.84,16
e00264.wav,training-e,1,17.32,16
e00265.wav,training-e,1,27.35,26
e00266.wav,training-e,-1,18.27,17
e00267.wav,training-e,1,19.07,18
e00268.wav,training-e,1,21.69,20
e00269.wav,training-e,1,19.85,18
e00270.wav,training-e,1,42.94,41
e00271.wav,training-e,1,45.29,44
e00272.wav,training-e,1,22.65,21
e00273.wav,training-e,1,43.21,42
e00274.wav,training-e,1,26.87,25
e00275.wav,training-e,-1,10.5,9
e00276.wav,training-e,1,11.2,10
e00277.wav,training-e,1,22.91,21
e00278.wav,training-e,1,25.45,24
e00279.wav,training-e,1,28.45,27
e00280.wav,training-e,1,28.97,27
e00281.wav,training-e,1,26.36,25
e00282.wav,training-e,1,20.28,19
e00283.wav,training-e,1,16.72,15
e00284.wav,training-e,1,35.72,34
e00285.wav,training-e,1,23.59,22
e00286.wav,training-e,1,20.32,19
e00287.wav,training-e,1,9.93,8
e00288.wav,training-e,1,23.56,22
e00289.wav,training-e,1,28.08,27
e00290.wav,training-e,1,12.69,11
e00291.wav,training-e,1,17.61,16
e00292.wav,training-e,1,33.85,32
e00293.wav,training-e,1,24.24,23
e00294.wav,training-e,1,18.82,17
e00295.wav,training-e,-1,21.85,20
e00296.wav,training-e,1,25.98,24
e00297.wav,training-e,1,27.73,26
e00298.wav,training-e,1,26.67,25
e00299.wav,training-e,1,22.92,21
e00300.wav,training-e,1,21.2,20
e00301.wav,training-e,1,38.1,37
e00302.wav,training-e,1,22.99,21
e00303.wav,training-e,1,28.32,27
e00304.wav,training-e,-1,13.33,12
e00305.wav,training-e,-1,13.24,12
e00306.wav,training-e,1,24.93,23
e00307.wav,training-e,1,23.36,22
e00308.wav,training-e,1,50.53,49
e00309.wav,training-e,1,11.74,10
e00310.wav,training-e,1,24.87,23
e00311.wav,training-e,1,17.36,16
e00312.wav,training-e,1,21.22,20
e00313.wav,training-e,1,22.3,21
e00314.wav,training-e,1,16.46,15
e00315.wav,training-e,1,27.15,26
e00316.wav,training-e,1,19.28,18
e00317.wav,training-e,1,23.69,22
e00318.wav,training-e,1,20.39,19
e00319.wav,training-e,1,20.02,19
e00320.wav,training-e,1,42.27,41
e00321.wav,training-e,-1,9.8,8
e00322.wav,training-e,1,17.62,16
e00323.wav,training-e,1,21.39,20
e00324.wav,training-e,1,22.97,21
e00325.wav,training-e,1,15.1,14
e00326.wav,training-e,1,13.7,12
e00327.wav,training-e,1,23.3,22
e00328.wav,training-e,-1,20.69,19
e00329.wav,training-e,1,19.9,18
e00330.wav,training-e,-1,23.78,22
e00331.wav,training-e,1,13.19,12
e00332.wav,training-e,1,16.0,14
e00333.wav,training-e,1,80.28,79
e00334.wav,training-e,1,24.7,23
e00335.wav,training-e,1,20.99,19
e00336.wav,training-e,-1,12.26,11
e00337.wav,training-e,1,26.7,25
e00338.wav,training-e,1,57.73,56
e00339.wav,training-e,1,23.3,22
e00340.wav,training-e,1,10.44,9
e00341.wav,training-e,1,26.51,25
e00342.wav,training-e,1,15.2,14
e00343.wav,training-e,1,8.71,7
e00344.wav,training-e,1,12.95,11
e00345.wav,training-e,1,23.26,22
e00346.wav,training-e,1,18.66,17
e00347.wav,training-e,1,12.16,11
e00348.wav,training-e,1,19.4,18
e00349.wav,training-e,1,28.26,27
e00350.wav,training-e,1,18.21,17
e00351.wav,training-e,1,20.17,19
e00352.wav,training-e,1,9.24,8
e00353.wav,training-e,1,15.92,14
e00354.wav,training-e,1,19.99,18
e00355.wav,training-e,1,11.43,10
e00356.wav,training-e,1,22.08,21
e00357.wav,training-e,1,12.46,11
e00358.wav,training-e,1,12.04,11
e00359.wav,training-e,-1,20.9,19
e00360.wav,training-e,1,10.8,9
e00361.wav,training-e,1,22.45,21
e00362.wav,training-e,1,16.53,15
e00363.wav,training-e,1,22.91,21
e00364.wav,training-e,1,22.19,21
e00365.wav,training-e,1,11.81,10
e00366.wav,training-e,1,22.23,21
e00367.wav,training-e,1,19.74,18
e00368.wav,training-e,1,22.32,21
e00369.wav,training-e,1,28.62,27
e00370.wav,training-e,1,21.56,20
e00371.wav,training-e,1,30.46,29
e00372.wav,training-e,1,17.56,16
e00373.wav,training-e,-1,14.93,13
e00374.wav,training-e,1,25.67,24
e00375.wav,training-e,1,22.77,21
e00376.wav,training-e,1,24.15,23
e00377.wav,training-e,1,20.21,19
e00378.wav,training-e,1,14.51,13
e00379.wav,training-e,1,20.54,19
e00380.wav,training-e,1,37.93,36
e00381.wav,training-e,1,22.21,21
e00382.wav,training-e,1,34.46,33
e00383.wav,training-e,1,21.03,20
e00384.wav,training-e,1,13.68,12
e00385.wav,training-e,1,25.46,24
e00386.wav,training-e,1,16.45,15
e00387.wav,training-e,1,27.14,26
e00388.wav,training-e,-1,21.43,20
e00389.wav,training-e,1,17.82,16
e00390.wav,training-e,1,19.61,18
e00391.wav,training-e,1,24.09,23
e00392.wav,training-e,1,24.74,23
e00393.wav,training-e,1,19.32,18
e00394.wav,training-e,1,20.47,19
e00395.wav,training-e,1,21.09,20
e00396.wav,training-e,1,38.07,37
e00397.wav,training-e,1,26.22,25
e00398.wav,training-e,1,21.91,20
e00399.wav,training-e,1,29.82,28
e00400.wav,training-e,1,11.9,10
e00401.wav,training-e,1,29.77,28
e00402.wav,training-e,1,23.34,22
e00403.wav,training-e,1,52.97,51
e00404.wav,training-e,1,14.6,13
e00405.wav,training-e,1,14.39,13
e00406.wav,training-e,1,23.63,22
e00407.wav,training-e,1,29.95,28
e00408.wav,training-e,1,21.29,20
e00409.wav,training-e,1,13.25,12
e00410.wav,training-e,1,18.57,17
e00411.wav,training-e,1,22.68,21
e00412.wav,training-e,1,8.41,7
e00413.wav,training-e,1,34.71,33
e00414.wav,training-e,1,20.46,19
e00415.wav,training-e,1,20.29,19
e00416.wav,training-e,1,38.16,37
e00417.wav,training-e,1,24.81,23
e00418.wav,training-e,1,15.03,14
e00419.wav,training-e,1,25.38,24
e00420.wav,training-e,1,25.63,24
e00421.wav,training-e,1,22.45,21
e00422.wav,training-e,1,20.74,19
e00423.wav,training-e,1,16.34,15
e00424.wav,training-e,1,11.14,10
e00425.wav,training-e,1,26.15,25
e00426.wav,training-e,1,15.16,14
e00427.wav,training-e,1,11.02,10
e00428.wav,training-e,1,13.33,12
e00429.wav,training-e,1,10.49,9
e00430.wav,training-e,1,21.72,20
e00431.wav,training-e,1,11.11,10
e00432.wav,training-e,1,62.44,61
e00433.wav,training-e,1,13.2,12
e00434.wav,training-e,1,12.6,11
e00435.wav,training-e,-1,23.67,22
e00436.wav,training-e,1,13.79,12
e00437.wav,training-e,1,23.69,22
e00438.wav,training-e,1,23.57,22
e00439.wav,training-e,1,18.42,17
e00440.wav,training-e,1,10.47,9
e00441.wav,training-e,1,16.23,15
e00442.wav,training-e,1,9.36,8
e00443.wav,training-e,1,11.82,10
e00444.wav,training-e,1,21.32,20
e00445.wav,training-e,1,21.45,20
e00446.wav,training-e,1,23.64,22
e00447.wav,training-e,1,34.67,33
e00448.wav,training-e,1,33.39,32
e00449.wav,training-e,1,18.56,17
e00450.wav,training-e,1,11.71,10
e00451.wav,training-e,1,19.34,18
e00452.wav,training-e,1,16.83,15
e00453.wav,training-e,1,24.67,23
e00454.wav,training-e,1,11.21,10
e00455.wav,training-e,1,27.31,26
e00456.wav,training-e,-1,23.78,22
e00457.wav,training-e,-1,14.84,13
e00458.wav,training-e,1,8.15,7
e00459.wav,training-e,1,19.15,18
e00460.wav,training-e,1,19.36,18
